EmployeeID,Name,Department,JoinDate,LastPromotionDate,Salary,PerformanceScore,Satisfaction,WorkHours,IsResigned,Join year,Satisfaction Group,tenure,IsResignedVal,Total Count
EMP_0504,Maya Nugroho,Customer Support,2024-09-03,2025-04-17,"6,672,102",2.7,2.3,10.9,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_0505,Putri Pratama,HR,2022-06-24,,"9,074,206",3.2,2.3,10.9,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_0506,Sari Lestari,Finance,2022-06-08,2024-01-10,"10,727,738",3.7,3.2,9.6,Active,2022,4,b. < 1-3 Years,0,1
EMP_0507,Nia Permana,Operations,2024-06-17,,"9,659,461",4.0,3.5,25.0,Active,2024,4,b. < 1-3 Years,0,1
EMP_0508,Andi Kusuma,Sales,2021-12-03,2024-11-22,"10,764,813",3.9,5.0,7.2,Active,2021,5,c. < 3-5 Year,0,1
EMP_0509,Lina Wijaya,Customer Support,2018-12-18,,"9,911,990",2.2,2.7,10.1,Active,2018,3,d. > 5 Years,0,1
EMP_0510,Joko Pratama,Marketing,2019-04-01,2022-05-19,"8,017,776",2.1,2.6,10.7,Active,2019,3,d. > 5 Years,0,1
EMP_0511,Indah Nugroho,HR,2019-08-02,2020-03-06,"11,311,062",3.1,2.4,10.3,Resigned,2019,3,d. > 5 Years,1,1
EMP_0512,Joko Lestari,Customer Support,2021-01-16,,"10,498,299",4.0,5.0,7.3,Active,2021,5,c. < 3-5 Year,0,1
EMP_0513,Lina Santoso,Engineering,2021-04-13,2023-12-10,"8,560,031",2.7,4.2,9.5,Active,2021,5,c. < 3-5 Year,0,1
EMP_0514,Putri Santoso,Sales,2020-03-25,2023-04-16,"11,781,827",3.7,4.4,7.1,Active,2020,5,d. > 5 Years,0,1
EMP_0515,Kartika Nugroho,Finance,2019-10-06,,"12,067,198",4.1,2.9,10.1,Active,2019,3,d. > 5 Years,0,1
EMP_0516,Rina Kusuma,Customer Support,2018-09-11,2021-05-10,"14,765,046",4.7,3.4,12.0,Active,2018,4,d. > 5 Years,0,1
EMP_0517,Hendra Wijaya,Marketing,2022-05-29,2023-05-23,"11,290,654",4.2,2.8,11.8,Active,2022,3,b. < 1-3 Years,0,1
EMP_0518,Hendra Hidayat,Sales,2024-06-04,,"12,496,894",4.9,3.4,10.0,Resigned,2024,4,b. < 1-3 Years,1,1
EMP_0519,Eko Lestari,Customer Support,2019-07-20,2022-12-23,"13,530,677",4.7,3.5,12.0,Resigned,2019,4,d. > 5 Years,1,1
EMP_0520,Tono Wijaya,Marketing,2018-10-05,2019-12-01,"10,583,893",2.6,3.3,11.4,Active,2018,4,d. > 5 Years,0,1
EMP_0521,Nia Hidayat,Marketing,2022-12-20,2025-10-06,"12,874,975",4.7,2.5,10.7,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_0522,Eko Wijaya,Engineering,2020-12-29,2024-12-02,"8,392,401",2.7,3.5,8.2,Active,2020,4,c. < 3-5 Year,0,1
EMP_0523,Putri Wijaya,HR,2024-10-12,2025-10-18,"6,623,521",2.6,3.0,9.5,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_0524,Budi Hidayat,Customer Support,2018-03-03,2020-12-22,"10,727,078",2.7,3.1,11.9,Resigned,2018,4,d. > 5 Years,1,1
EMP_0525,Omar Nugroho,Operations,2021-08-23,2023-07-09,"10,408,661",3.3,5.0,7.2,Active,2021,5,c. < 3-5 Year,0,1
EMP_0526,Kartika Hidayat,HR,2024-05-31,2025-08-22,"10,071,151",3.9,3.1,10.9,Active,2024,4,b. < 1-3 Years,0,1
EMP_0527,Budi Lestari,HR,2024-01-13,2024-08-20,"9,467,327",3.7,4.0,10.8,Active,2024,4,b. < 1-3 Years,0,1
EMP_0528,Omar Hidayat,Marketing,2021-03-17,2024-01-26,"10,125,981",2.9,4.9,7.3,Active,2021,5,c. < 3-5 Year,0,1
EMP_0529,Omar Santoso,Operations,2023-08-13,,"11,761,318",4.3,2.8,11.5,Resigned,2023,3,b. < 1-3 Years,1,1
EMP_0530,Kartika Nugroho,Engineering,2020-01-03,2021-08-18,"12,389,120",4.6,4.7,8.3,Active,2020,5,d. > 5 Years,0,1
EMP_0531,Fitri Santoso,Engineering,2019-04-13,2023-04-30,"10,661,537",3.1,3.7,10.5,Active,2019,4,d. > 5 Years,0,1
EMP_0532,Wati Wijaya,Finance,2024-03-04,2025-09-28,"6,618,018",2.5,3.9,9.8,Active,2024,4,b. < 1-3 Years,0,1
EMP_0533,Eko Wijaya,Customer Support,2018-07-30,2020-10-20,"13,050,939",4.2,3.7,8.4,Active,2018,4,d. > 5 Years,0,1
EMP_0534,Gita Pratama,HR,2020-11-02,,"10,629,289",3.5,2.7,9.7,Active,2020,3,c. < 3-5 Year,0,1
EMP_0535,Hendra Lestari,HR,2023-05-03,2025-01-24,"6,992,751",2.2,5.0,7.0,Active,2023,5,b. < 1-3 Years,0,1
EMP_0536,Sari Lestari,Engineering,2020-01-28,,"11,042,762",4.0,3.7,7.7,Active,2020,4,d. > 5 Years,0,1
EMP_0537,Wati Kusuma,Marketing,2018-12-26,,"10,484,771",3.3,4.2,7.8,Active,2018,5,d. > 5 Years,0,1
EMP_0538,Wati Wijaya,Finance,2024-06-29,2025-01-13,"5,982,460",2.3,5.0,8.6,Active,2024,5,b. < 1-3 Years,0,1
EMP_0539,Nia Santoso,Marketing,2023-04-13,,"10,137,140",4.1,4.0,8.6,Active,2023,4,b. < 1-3 Years,0,1
EMP_0540,Gita Pratama,Engineering,2024-05-29,2025-10-13,"8,181,116",3.6,4.2,9.4,Active,2024,5,b. < 1-3 Years,0,1
EMP_0541,Joko Hidayat,HR,2021-07-20,,"10,934,434",3.7,3.4,8.8,Active,2021,4,c. < 3-5 Year,0,1
EMP_0542,Rina Nugroho,Finance,2020-01-07,2021-10-24,"11,600,435",4.1,4.0,7.0,Active,2020,4,d. > 5 Years,0,1
EMP_0543,Dewi Lestari,Customer Support,2022-08-26,2025-01-05,"9,367,107",3.0,2.4,10.2,Resigned,2022,3,b. < 1-3 Years,1,1
EMP_0544,Joko Kusuma,Customer Support,2018-10-05,2022-02-03,"12,431,870",3.6,5.0,7.0,Active,2018,5,d. > 5 Years,0,1
EMP_0545,Tono Pratama,Customer Support,2019-12-21,,"13,951,968",4.5,4.1,10.4,Active,2019,5,d. > 5 Years,0,1
EMP_0546,Eko Nugroho,Sales,2023-03-02,2025-02-28,"11,789,048",4.7,2.9,10.9,Active,2023,3,b. < 1-3 Years,0,1
EMP_0547,Rina Kusuma,HR,2021-07-16,2022-02-19,"8,870,459",2.6,5.0,8.7,Active,2021,5,c. < 3-5 Year,0,1
EMP_0548,Citra Wijaya,Marketing,2018-05-08,2020-12-11,"13,395,419",3.9,4.8,7.8,Active,2018,5,d. > 5 Years,0,1
EMP_0549,Dewi Kusuma,Operations,2021-07-12,2023-07-18,"9,680,754",3.2,2.5,11.4,Active,2021,3,c. < 3-5 Year,0,1
EMP_0550,Joko Lestari,HR,2021-05-23,,"8,585,272",3.1,3.9,10.9,Active,2021,4,c. < 3-5 Year,0,1
EMP_0551,Andi Nugroho,HR,2019-09-24,,"14,274,396",4.8,2.4,11.4,Resigned,2019,3,d. > 5 Years,1,1
EMP_0552,Dewi Wijaya,Sales,2018-05-30,2021-10-30,"9,050,805",2.3,3.0,11.7,Active,2018,3,d. > 5 Years,0,1
EMP_0553,Citra Permana,Finance,2018-07-08,,"13,908,746",4.3,4.4,8.6,Active,2018,5,d. > 5 Years,0,1
EMP_0554,Gita Permana,Sales,2020-02-28,,"11,743,939",3.6,3.1,9.2,Resigned,2020,4,d. > 5 Years,1,1
EMP_0555,Indah Santoso,Engineering,2024-04-11,2025-01-21,"9,215,116",3.6,3.5,8.6,Active,2024,4,b. < 1-3 Years,0,1
EMP_0556,Joko Lestari,Sales,2018-10-19,2021-03-10,"10,910,489",3.6,4.6,7.7,Active,2018,5,d. > 5 Years,0,1
EMP_0557,Dewi Hidayat,Engineering,2018-12-19,2020-06-17,"13,589,688",4.1,4.2,10.0,Active,2018,5,d. > 5 Years,0,1
EMP_0558,Wati Permana,Marketing,2021-09-23,2025-03-18,"8,473,574",2.2,3.0,10.8,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_0559,Omar Santoso,Finance,2021-06-25,2024-08-01,"11,048,586",3.4,5.0,8.1,Active,2021,5,c. < 3-5 Year,0,1
EMP_0560,Lina Hidayat,Sales,2021-09-15,2024-01-08,"9,012,783",3.4,4.1,7.3,Active,2021,5,c. < 3-5 Year,0,1
EMP_0561,Fitri Kusuma,Customer Support,2021-11-28,2023-02-11,"9,898,730",3.5,3.5,11.1,Active,2021,4,c. < 3-5 Year,0,1
EMP_0562,Citra Kusuma,HR,2023-03-04,2024-10-27,"7,327,495",2.7,4.6,9.7,Active,2023,5,b. < 1-3 Years,0,1
EMP_0563,Kartika Lestari,Customer Support,2024-08-17,2025-09-23,"8,805,318",3.7,3.1,9.7,Active,2024,4,b. < 1-3 Years,0,1
EMP_0564,Citra Nugroho,Engineering,2024-08-22,2025-08-03,"9,804,728",3.7,3.5,9.2,Active,2024,4,b. < 1-3 Years,0,1
EMP_0565,Wati Santoso,Operations,2024-09-08,2025-09-17,"8,010,174",3.0,2.5,10.3,Active,2024,3,b. < 1-3 Years,0,1
EMP_0566,Tono Pratama,Customer Support,2019-08-24,2022-09-04,"11,198,673",3.6,3.3,10.1,Resigned,2019,4,d. > 5 Years,1,1
EMP_0567,Kartika Kusuma,HR,2021-06-01,2024-05-06,"12,613,661",4.2,3.3,8.7,Resigned,2021,4,c. < 3-5 Year,1,1
EMP_0568,Rina Hidayat,Customer Support,2019-06-07,2020-04-09,"10,638,766",3.1,1.6,11.8,Resigned,2019,2,d. > 5 Years,1,1
EMP_0569,Lina Santoso,Customer Support,2021-03-01,2022-12-22,"10,258,210",3.3,3.6,9.0,Active,2021,4,c. < 3-5 Year,0,1
EMP_0570,Maya Hidayat,HR,2020-05-15,2023-07-11,"8,782,611",2.4,4.9,8.9,Active,2020,5,d. > 5 Years,0,1
EMP_0571,Eko Kusuma,Customer Support,2019-05-30,,"7,731,571",2.2,5.0,7.7,Active,2019,5,d. > 5 Years,0,1
EMP_0572,Eko Santoso,Sales,2022-08-31,2025-07-17,"10,422,797",3.9,3.9,9.5,Active,2022,4,b. < 1-3 Years,0,1
EMP_0573,Lina Lestari,Sales,2022-10-06,2024-11-15,"10,153,383",3.5,4.4,8.2,Active,2022,5,b. < 1-3 Years,0,1
EMP_0574,Sari Permana,Engineering,2018-06-05,2020-12-25,"9,400,257",2.3,1.8,11.8,Resigned,2018,2,d. > 5 Years,1,1
EMP_0575,Rina Kusuma,Finance,2023-10-19,,"10,688,224",4.7,4.7,8.2,Active,2023,5,b. < 1-3 Years,0,1
EMP_0576,Citra Kusuma,HR,2018-08-05,2022-01-31,"13,290,138",4.3,4.7,9.3,Active,2018,5,d. > 5 Years,0,1
EMP_0577,Kartika Hidayat,Marketing,2021-04-21,,"8,486,071",2.1,3.1,10.0,Active,2021,4,c. < 3-5 Year,0,1
EMP_0578,Indah Pratama,Operations,2023-04-23,2025-05-28,"6,359,795",2.2,3.2,11.0,Resigned,2023,4,b. < 1-3 Years,1,1
EMP_0579,Citra Wijaya,HR,2018-11-11,2020-11-29,"10,464,023",2.8,5.0,8.4,Active,2018,5,d. > 5 Years,0,1
EMP_0580,Dewi Wijaya,HR,2019-09-12,2022-04-06,"12,502,680",4.4,2.5,10.9,Resigned,2019,3,d. > 5 Years,1,1
EMP_0581,Rina Pratama,Marketing,2018-12-12,2022-10-11,"13,453,412",4.8,3.4,11.2,Active,2018,4,d. > 5 Years,0,1
EMP_0582,Maya Lestari,Operations,2022-12-08,2023-11-24,"8,274,312",2.6,2.0,11.2,Resigned,2022,2,b. < 1-3 Years,1,1
EMP_0583,Dewi Pratama,Sales,2023-03-16,2024-07-16,"10,188,628",3.4,3.2,10.8,Active,2023,4,b. < 1-3 Years,0,1
EMP_0584,Maya Nugroho,Marketing,2019-08-18,2022-07-23,"9,133,567",2.0,2.8,11.0,Resigned,2019,3,d. > 5 Years,1,1
EMP_0585,Rina Pratama,Engineering,2023-12-17,2025-08-30,"9,989,398",3.8,2.5,11.3,Resigned,2023,3,b. < 1-3 Years,1,1
EMP_0586,Dewi Kusuma,Operations,2024-07-20,2025-12-27,"10,665,993",4.2,3.8,10.4,Active,2024,4,b. < 1-3 Years,0,1
EMP_0587,Fitri Permana,HR,2018-02-13,2018-12-29,"8,148,724",2.0,4.1,9.6,Active,2018,5,d. > 5 Years,0,1
EMP_0588,Joko Kusuma,Sales,2018-05-20,,"10,380,516",2.3,4.3,10.0,Active,2018,5,d. > 5 Years,0,1
EMP_0589,Wati Santoso,Operations,2019-05-07,,"11,718,577",3.8,4.1,10.3,Active,2019,5,d. > 5 Years,0,1
EMP_0590,Fitri Santoso,Operations,2020-01-25,,"11,733,179",3.4,4.7,7.4,Active,2020,5,d. > 5 Years,0,1
EMP_0591,Nia Permana,Marketing,2019-10-26,2021-11-11,"12,497,307",4.3,5.0,8.9,Active,2019,5,d. > 5 Years,0,1
EMP_0592,Indah Wijaya,Finance,2018-10-12,2020-05-24,"11,587,918",3.8,2.6,10.2,Active,2018,3,d. > 5 Years,0,1
EMP_0593,Nia Lestari,HR,2019-03-12,2021-02-19,"8,159,772",2.3,5.0,7.4,Active,2019,5,d. > 5 Years,0,1
EMP_0594,Andi Nugroho,Sales,2018-01-04,2020-09-09,"11,066,752",2.8,4.0,8.6,Active,2018,4,d. > 5 Years,0,1
EMP_0595,Putri Nugroho,Finance,2022-07-13,2023-06-01,"8,943,922",3.6,4.4,8.9,Active,2022,5,b. < 1-3 Years,0,1
EMP_0596,Dewi Permana,Marketing,2021-05-25,2025-06-07,"13,661,122",5.0,4.8,7.5,Active,2021,5,c. < 3-5 Year,0,1
EMP_0597,Citra Nugroho,Customer Support,2021-04-02,2022-09-25,"10,582,361",3.7,2.9,10.3,Active,2021,3,c. < 3-5 Year,0,1
EMP_0598,Dewi Permana,Finance,2018-12-14,2021-11-24,"12,220,878",4.2,4.0,7.2,Active,2018,4,d. > 5 Years,0,1
EMP_0599,Hendra Nugroho,Finance,2018-09-16,2022-10-22,"10,569,068",2.9,3.2,11.8,Active,2018,4,d. > 5 Years,0,1
EMP_0600,Andi Pratama,Marketing,2018-08-18,2019-05-12,"10,532,962",3.2,3.3,11.0,Active,2018,4,d. > 5 Years,0,1
EMP_0601,Sari Wijaya,Operations,2024-07-01,,"6,694,424",2.2,5.0,7.7,Active,2024,5,b. < 1-3 Years,0,1
EMP_0602,Wati Pratama,Sales,2019-06-19,,"12,968,446",3.9,4.8,8.5,Active,2019,5,d. > 5 Years,0,1
EMP_0603,Fitri Santoso,Customer Support,2019-03-12,,"12,297,915",3.8,5.0,8.1,Active,2019,5,d. > 5 Years,0,1
EMP_0604,Maya Permana,Engineering,2024-06-17,2025-05-27,"11,434,486",4.5,3.5,8.1,Active,2024,4,b. < 1-3 Years,0,1
EMP_0605,Citra Santoso,Marketing,2019-08-02,2021-01-07,"12,571,538",4.1,4.1,7.8,Active,2019,5,d. > 5 Years,0,1
EMP_0606,Eko Santoso,Customer Support,2022-03-21,2022-10-19,"11,262,437",4.6,4.4,7.0,Active,2022,5,c. < 3-5 Year,0,1
EMP_0607,Tono Kusuma,Finance,2023-05-04,2024-05-29,"6,701,098",2.4,3.5,9.6,Active,2023,4,b. < 1-3 Years,0,1
EMP_0608,Wati Pratama,HR,2020-01-08,2023-12-11,"14,108,466",4.9,2.6,11.1,Resigned,2020,3,d. > 5 Years,1,1
EMP_0609,Sari Lestari,Sales,2019-04-27,2020-05-06,"12,953,113",3.9,3.2,10.8,Resigned,2019,4,d. > 5 Years,1,1
EMP_0610,Gita Kusuma,Engineering,2020-03-04,,"9,485,976",2.4,2.5,11.8,Resigned,2020,3,d. > 5 Years,1,1
EMP_0611,Budi Pratama,Operations,2022-01-31,,"9,261,339",3.3,4.2,10.1,Active,2022,5,c. < 3-5 Year,0,1
EMP_0612,Dewi Pratama,HR,2019-12-22,,"8,296,269",2.1,5.0,7.6,Active,2019,5,d. > 5 Years,0,1
EMP_0613,Tono Permana,Finance,2020-03-25,2022-07-20,"8,518,636",2.7,3.4,8.6,Active,2020,4,d. > 5 Years,0,1
EMP_0614,Gita Hidayat,Sales,2018-10-29,2022-01-13,"8,904,485",2.2,5.0,7.7,Active,2018,5,d. > 5 Years,0,1
EMP_0615,Maya Permana,Sales,2023-02-18,2025-05-25,"8,201,206",3.1,3.8,8.0,Active,2023,4,b. < 1-3 Years,0,1
EMP_0616,Budi Kusuma,Sales,2019-04-01,2022-04-24,"11,573,999",3.3,4.9,8.7,Active,2019,5,d. > 5 Years,0,1
EMP_0617,Wati Wijaya,HR,2024-03-14,2024-10-24,"8,395,597",3.2,4.8,9.4,Active,2024,5,b. < 1-3 Years,0,1
EMP_0618,Omar Kusuma,Engineering,2022-10-20,2023-12-26,"7,912,054",2.7,4.3,9.9,Active,2022,5,b. < 1-3 Years,0,1
EMP_0619,Eko Pratama,Finance,2018-07-01,,"12,166,678",3.4,3.6,9.5,Active,2018,4,d. > 5 Years,0,1
EMP_0620,Dewi Nugroho,Finance,2020-09-12,,"12,707,085",4.3,4.0,10.7,Active,2020,4,c. < 3-5 Year,0,1
EMP_0621,Joko Lestari,Operations,2019-01-07,,"11,833,845",4.0,4.0,10.5,Active,2019,4,d. > 5 Years,0,1
EMP_0622,Andi Nugroho,Finance,2019-07-22,2022-04-27,"10,253,803",2.6,4.0,8.9,Active,2019,4,d. > 5 Years,0,1
EMP_0623,Citra Hidayat,Operations,2021-09-25,2023-11-21,"9,301,405",3.3,3.5,10.5,Active,2021,4,c. < 3-5 Year,0,1
EMP_0624,Gita Santoso,HR,2021-10-07,2022-07-26,"11,027,594",3.5,4.1,10.4,Active,2021,5,c. < 3-5 Year,0,1
EMP_0625,Lina Nugroho,HR,2018-06-17,2019-12-07,"13,052,199",3.9,5.0,7.3,Active,2018,5,d. > 5 Years,0,1
EMP_0626,Kartika Lestari,HR,2019-04-11,2023-01-08,"14,039,722",4.6,5.0,8.0,Active,2019,5,d. > 5 Years,0,1
EMP_0627,Lina Kusuma,HR,2022-09-29,,"6,754,128",2.2,3.9,9.3,Active,2022,4,b. < 1-3 Years,0,1
EMP_0628,Putri Kusuma,Finance,2022-02-16,2022-12-27,"8,992,194",2.6,3.0,9.3,Active,2022,3,c. < 3-5 Year,0,1
EMP_0629,Joko Santoso,Engineering,2019-11-06,,"12,320,328",4.1,4.0,7.8,Active,2019,4,d. > 5 Years,0,1
EMP_0630,Andi Kusuma,Finance,2024-01-27,2025-11-22,"7,896,594",3.0,2.2,10.7,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_0631,Andi Lestari,Customer Support,2023-10-30,2025-06-22,"9,862,900",3.7,3.1,10.2,Active,2023,4,b. < 1-3 Years,0,1
EMP_0632,Rina Nugroho,Finance,2021-05-30,2023-08-15,"7,842,535",2.5,4.2,8.1,Active,2021,5,c. < 3-5 Year,0,1
EMP_0633,Budi Wijaya,Marketing,2021-03-10,2022-08-12,"10,545,419",3.9,2.8,10.6,Active,2021,3,c. < 3-5 Year,0,1
EMP_0634,Eko Wijaya,Sales,2019-04-24,,"9,413,179",2.9,3.6,9.2,Active,2019,4,d. > 5 Years,0,1
EMP_0635,Budi Permana,Marketing,2019-08-29,2023-03-06,"14,093,102",4.9,5.0,8.5,Active,2019,5,d. > 5 Years,0,1
EMP_0636,Putri Wijaya,Finance,2021-08-04,,"13,152,199",4.9,2.2,11.9,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_0637,Putri Kusuma,Customer Support,2024-06-07,2025-09-19,"11,119,117",4.2,4.3,9.2,Active,2024,5,b. < 1-3 Years,0,1
EMP_0638,Budi Wijaya,Operations,2024-03-06,,"6,407,365",2.1,2.8,11.2,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_0639,Budi Lestari,HR,2023-11-27,,"11,232,170",4.8,3.7,8.0,Active,2023,4,b. < 1-3 Years,0,1
EMP_0640,Citra Hidayat,Sales,2023-07-02,2025-09-08,"8,369,594",3.5,2.5,11.5,Resigned,2023,3,b. < 1-3 Years,1,1
EMP_0641,Nia Permana,Finance,2022-03-08,,"8,557,059",3.0,3.3,11.9,Resigned,2022,4,c. < 3-5 Year,1,1
EMP_0642,Omar Hidayat,Customer Support,2022-12-18,,"12,203,209",4.4,4.7,9.1,Active,2022,5,b. < 1-3 Years,0,1
EMP_0643,Tono Santoso,Sales,2020-05-01,2023-10-08,"12,975,640",5.0,2.8,11.7,Resigned,2020,3,d. > 5 Years,1,1
EMP_0644,Andi Hidayat,Operations,2021-01-24,2024-09-03,"10,460,869",3.4,2.4,10.8,Resigned,2021,3,c. < 3-5 Year,1,1
EMP_0645,Maya Kusuma,HR,2023-07-03,,"12,000,936",4.5,3.5,9.9,Active,2023,4,b. < 1-3 Years,0,1
EMP_0646,Hendra Pratama,Customer Support,2018-01-11,,"11,132,382",2.9,2.8,11.2,Active,2018,3,d. > 5 Years,0,1
EMP_0647,Joko Hidayat,Sales,2023-07-08,2025-10-25,"6,894,139",2.7,3.1,10.8,Active,2023,4,b. < 1-3 Years,0,1
EMP_0648,Wati Permana,HR,2023-05-23,2024-08-09,"10,105,178",3.9,3.2,11.9,Resigned,2023,4,b. < 1-3 Years,1,1
EMP_0649,Tono Pratama,Customer Support,2020-11-29,,"7,616,994",2.2,4.2,9.3,Active,2020,5,c. < 3-5 Year,0,1
EMP_0650,Budi Kusuma,Marketing,2022-09-15,2025-03-12,"6,460,978",2.1,4.6,9.6,Active,2022,5,b. < 1-3 Years,0,1
EMP_0651,Fitri Santoso,HR,2019-11-16,2022-02-20,"13,502,233",4.5,2.5,11.0,Active,2019,3,d. > 5 Years,0,1
EMP_0652,Lina Santoso,HR,2024-07-03,2025-03-13,"5,835,997",2.0,4.9,8.4,Active,2024,5,b. < 1-3 Years,0,1
EMP_0653,Fitri Santoso,Sales,2019-09-26,2021-04-13,"13,107,200",4.4,4.1,10.1,Active,2019,5,d. > 5 Years,0,1
EMP_0654,Sari Santoso,Finance,2023-03-02,2023-12-26,"12,355,708",4.5,4.6,7.1,Active,2023,5,b. < 1-3 Years,0,1
EMP_0655,Eko Nugroho,HR,2023-11-13,2025-04-26,"6,707,462",2.5,5.0,7.1,Active,2023,5,b. < 1-3 Years,0,1
EMP_0656,Eko Lestari,Marketing,2019-05-29,,"13,990,880",4.9,3.8,10.5,Resigned,2019,4,d. > 5 Years,1,1
EMP_0657,Putri Hidayat,Engineering,2020-03-15,,"12,778,212",4.4,3.4,10.0,Active,2020,4,d. > 5 Years,0,1
EMP_0658,Budi Santoso,Marketing,2018-02-12,2019-04-21,"13,975,962",4.8,3.0,9.9,Active,2018,3,d. > 5 Years,0,1
EMP_0659,Andi Santoso,Sales,2021-02-10,2023-07-22,"10,439,929",3.1,4.2,9.5,Active,2021,5,c. < 3-5 Year,0,1
EMP_0660,Tono Santoso,Engineering,2024-06-26,2025-09-19,"6,560,608",2.7,1.9,11.8,Resigned,2024,2,b. < 1-3 Years,1,1
EMP_0661,Andi Santoso,Sales,2023-08-28,2025-06-24,"8,609,992",3.1,4.9,7.9,Active,2023,5,b. < 1-3 Years,0,1
EMP_0662,Lina Hidayat,Finance,2020-05-27,2023-03-07,"8,060,462",2.3,3.9,7.6,Active,2020,4,c. < 3-5 Year,0,1
EMP_0663,Lina Kusuma,HR,2018-06-16,,"11,582,286",3.5,4.5,8.4,Active,2018,5,d. > 5 Years,0,1
EMP_0664,Omar Lestari,HR,2022-07-27,,"11,313,718",4.6,3.6,11.3,Active,2022,4,b. < 1-3 Years,0,1
EMP_0665,Lina Wijaya,Engineering,2023-07-07,2025-02-11,"9,226,280",3.3,2.5,10.4,Resigned,2023,3,b. < 1-3 Years,1,1
EMP_0666,Tono Santoso,Operations,2019-11-23,,"13,566,326",4.9,5.0,8.0,Active,2019,5,d. > 5 Years,0,1
EMP_0668,Maya Permana,Finance,2024-10-06,2025-12-08,"7,928,243",3.5,2.3,10.8,Resigned,2024,3,b. < 1-3 Years,1,1
EMP_0669,Putri Lestari,Operations,2019-07-06,,"13,389,236",4.2,5.0,7.3,Active,2019,5,d. > 5 Years,0,1
EMP_0670,Maya Permana,Sales,2021-05-25,2022-06-06,"12,290,495",4.3,3.6,10.8,Active,2021,4,c. < 3-5 Year,0,1
EMP_0671,Gita Kusuma,Operations,2023-08-02,2024-10-22,"10,107,194",3.6,2.9,11.3,Active,2023,3,b. < 1-3 Years,0,1
EMP_0672,Budi Hidayat,Engineering,2022-04-21,2024-11-26,"8,526,141",3.3,5.0,7.2,Active,2022,5,c. < 3-5 Year,0,1
EMP_0673,Joko Wijaya,Finance,2022-10-31,,"10,808,568",4.1,3.2,10.8,Active,2022,4,b. < 1-3 Years,0,1
EMP_0674,Sari Nugroho,Finance,2024-04-21,2025-07-04,"5,801,685",2.2,4.7,9.5,Active,2024,5,b. < 1-3 Years,0,1
EMP_0675,Lina Kusuma,Marketing,2018-09-09,,"9,614,082",2.1,4.7,8.8,Active,2018,5,d. > 5 Years,0,1
EMP_0676,Kartika Hidayat,Engineering,2022-10-20,2024-04-17,"8,119,751",3.2,2.8,10.3,Active,2022,3,b. < 1-3 Years,0,1
EMP_0677,Tono Santoso,Operations,2018-09-26,2019-11-14,"9,676,955",3.0,2.7,9.7,Active,2018,3,d. > 5 Years,0,1
EMP_0678,Nia Hidayat,Marketing,2018-03-25,2022-01-07,"8,752,819",2.1,3.8,8.9,Active,2018,4,d. > 5 Years,0,1
EMP_0679,Putri Santoso,Operations,2020-04-23,2023-08-15,"13,047,558",4.4,4.4,8.7,Active,2020,5,d. > 5 Years,0,1
EMP_0680,Nia Lestari,Finance,2018-11-05,2022-05-05,"9,336,891",2.6,5.0,7.2,Active,2018,5,d. > 5 Years,0,1
EMP_0681,Hendra Santoso,Operations,2024-06-26,,"6,899,978",3.0,3.7,9.8,Active,2024,4,b. < 1-3 Years,0,1
EMP_0682,Lina Santoso,Operations,2021-05-21,2023-07-24,"10,041,941",3.3,4.0,8.6,Active,2021,4,c. < 3-5 Year,0,1
EMP_0683,Rina Nugroho,Operations,2024-02-21,,"6,606,499",2.1,3.1,9.6,Active,2024,4,b. < 1-3 Years,0,1
EMP_0684,Omar Kusuma,Operations,2023-12-23,2025-09-07,"12,137,520",4.8,3.5,10.1,Active,2023,4,b. < 1-3 Years,0,1
EMP_0685,Eko Lestari,Sales,2021-05-14,2024-02-28,"10,060,263",3.0,3.0,11.6,Active,2021,3,c. < 3-5 Year,0,1
EMP_0686,Indah Kusuma,Operations,2019-10-20,,"11,553,901",3.8,3.7,8.2,Active,2019,4,d. > 5 Years,0,1
EMP_0687,Joko Nugroho,Finance,2024-04-12,2025-05-13,"8,739,245",3.9,4.0,8.0,Active,2024,4,b. < 1-3 Years,0,1
EMP_0688,Indah Wijaya,Operations,2018-06-22,2021-09-09,"12,483,152",4.3,2.0,11.3,Resigned,2018,2,d. > 5 Years,1,1
EMP_0689,Citra Hidayat,Marketing,2019-01-05,2020-04-16,"10,094,677",2.7,4.0,10.7,Active,2019,4,d. > 5 Years,0,1
EMP_0690,Tono Kusuma,Finance,2019-01-05,,"9,989,005",2.4,4.9,8.6,Active,2019,5,d. > 5 Years,0,1
EMP_0691,Hendra Hidayat,Sales,2019-08-14,,"8,970,287",2.6,3.4,9.2,Active,2019,4,d. > 5 Years,0,1
EMP_0692,Putri Permana,Operations,2019-04-08,2022-02-18,"10,686,489",3.4,3.4,11.8,Active,2019,4,d. > 5 Years,0,1
